SK_ID_CURR,GENDER,COLLATERAL,OWN_JOB,MARRIED,INCOME,TARGET
100135,1,1,1,0,1,0
100136,1,1,0,0,1,0
100137,0,1,0,0,2,0
100138,1,1,0,0,1,0
100139,0,0,1,0,1,1
100140,0,0,1,0,1,1
100142,1,1,1,1,2,0
100143,1,1,0,0,1,0
100144,0,0,0,0,0,1
100145,0,1,0,0,1,0
100146,1,1,0,0,1,0
100147,0,1,0,0,1,1
100148,0,1,0,0,2,1
100149,1,1,0,0,1,0
100151,1,0,0,0,1,1
100152,0,1,0,0,1,1
100153,1,1,0,0,1,0
100154,1,0,0,0,1,1
100155,1,0,1,1,1,0
100156,0,1,0,0,1,1
100157,1,1,0,0,1,0
100158,1,0,0,0,1,1
100159,0,1,0,0,2,1
100160,1,1,1,0,2,0
100161,0,1,1,1,0,0
100162,0,1,0,0,0,1
100163,0,1,0,0,1,1
100164,0,1,0,0,2,1
100165,0,1,0,0,1,0
100166,0,1,1,1,0,0
100167,0,1,1,1,1,0
100173,0,0,0,0,1,1
100174,0,1,0,0,1,1
100175,0,1,0,0,1,1
100176,0,1,0,0,1,1
100177,1,0,1,1,0,0
100178,0,1,0,0,1,1
100179,0,1,0,0,1,1
100180,0,1,1,1,2,0
100181,0,1,0,0,1,1
100182,0,1,0,0,0,1
100183,0,1,0,0,0,1
100185,1,1,0,0,0,0
100186,0,1,0,0,1,1
100188,0,0,1,1,2,0
100189,0,1,1,1,1,0
100190,1,1,0,0,1,0
100191,0,1,0,0,0,1
100192,0,0,1,1,0,0
100193,0,1,0,0,2,1
100194,0,1,0,0,1,1
100195,1,1,1,1,0,0
100196,0,1,0,0,1,0
100197,0,0,0,0,1,1
100198,1,1,0,0,1,0
100199,0,1,1,1,0,0
100200,0,0,0,0,2,1
100201,0,1,0,0,1,1
100202,0,0,0,0,0,1
100203,0,0,0,0,0,1
100204,0,1,0,0,0,1
100205,0,1,0,0,0,1
100206,1,1,1,1,1,0
100207,0,1,0,0,1,1
100208,1,0,0,0,1,1
100209,1,1,0,0,1,0
100210,0,1,0,0,1,1
100211,1,0,1,0,2,0
100213,0,0,0,0,0,1
100214,0,1,0,0,1,1
100215,0,1,0,0,0,1
100216,0,0,0,0,0,1
100217,0,0,0,0,1,1
100218,1,1,0,0,2,0
100219,1,1,0,0,2,0
100220,0,1,0,0,2,1
100221,0,1,0,0,2,1
100224,0,1,0,0,2,0
100225,1,1,1,1,1,0
100226,0,0,0,0,0,1
100227,1,0,1,0,2,0
100228,0,0,0,0,1,1
100229,0,1,0,0,1,1
100230,0,0,0,0,1,1
100231,1,1,1,1,0,0
100233,0,1,0,0,2,1
100234,0,0,0,0,0,1
100235,0,1,0,1,1,0
100236,1,1,1,1,0,0
100237,0,0,1,0,1,1
100238,1,1,1,1,1,0
100239,0,1,0,0,2,1
100240,1,1,0,0,1,0
100242,1,1,0,0,0,0
100243,1,1,1,1,0,0
100244,1,0,0,0,2,1
100246,0,1,0,0,1,1
100247,0,1,1,1,2,0
100248,0,1,0,0,0,1
100249,0,1,1,1,0,0
100250,0,1,0,0,0,1
100251,1,1,1,1,1,0
100252,0,1,0,0,2,1
100254,1,1,0,0,2,0
100255,1,1,0,0,2,0
100257,0,1,0,0,0,1
100258,0,1,0,0,1,1
100259,1,1,0,0,1,0
100260,1,1,1,1,1,0
100261,0,1,1,1,0,0
100262,1,1,1,0,2,0
100263,0,1,0,0,0,1
100264,0,1,0,0,1,1
100265,0,1,0,0,0,1
100266,0,0,0,0,1,1
100267,1,1,0,0,2,0
100268,0,0,0,0,0,1
100269,1,1,1,0,1,0
100270,0,1,0,0,0,1
100272,0,1,0,0,1,1
100273,0,1,0,0,1,1
100274,1,1,0,0,2,0
100275,0,1,0,0,0,0
100276,0,1,0,0,1,0
100277,1,1,0,0,0,0
100279,1,1,0,0,1,0
100281,0,1,0,0,0,1
100282,0,1,0,0,0,0
100283,0,1,0,0,1,1
100284,1,1,0,0,1,0
100285,0,1,1,0,0,0
100286,1,1,0,0,1,0
100287,0,1,0,0,1,1
100288,0,0,1,1,1,0
100289,1,1,0,0,1,0
100290,1,0,0,0,1,1
100291,0,0,0,0,1,1
100292,0,1,0,0,1,1
100293,0,1,0,0,1,1
100294,0,1,0,0,1,1
100295,1,1,0,0,2,0
100296,1,1,0,0,2,0
100297,1,1,0,0,1,0
100298,0,1,0,0,2,1
100299,0,1,1,0,0,0
100300,1,0,0,0,0,1
100301,1,1,0,0,0,0
100302,0,1,1,1,1,0
100303,0,1,0,0,2,1
100304,0,1,0,0,2,1
100305,1,1,0,0,1,0
100307,1,1,1,1,2,0
100308,1,0,0,0,1,1
100309,0,1,0,0,1,1
100310,1,0,1,1,1,0
100313,0,1,0,0,0,1
100314,1,0,1,1,2,0
100315,0,1,0,0,1,0
100316,0,1,0,0,0,1
100317,0,1,0,0,1,1
100318,0,0,0,0,0,1
100319,0,1,0,0,1,1
100320,1,1,1,1,2,0
100321,1,1,1,1,2,0
100322,1,1,1,1,2,0
100323,1,1,0,0,2,0
100324,0,1,0,0,0,0
100325,0,1,1,1,1,0
100326,1,1,0,0,0,0
100327,1,1,1,1,1,0
100328,0,0,0,0,1,1
100329,0,1,1,1,1,0
100332,0,1,0,0,1,1
100333,0,1,0,0,2,1
100334,1,1,0,0,0,0
100335,0,1,0,0,0,1
100336,0,1,0,0,1,0
100337,0,1,0,0,2,1
100338,0,0,1,1,2,0
100339,1,1,0,0,1,0
100340,0,0,1,1,1,0
100341,1,1,0,0,0,0
100342,1,0,0,0,0,1
100343,1,1,0,0,2,0
100344,1,0,0,0,0,1
100345,0,0,0,0,1,1
100346,0,1,0,0,1,1
100347,0,0,0,0,0,1
100348,0,0,0,0,1,1
100349,0,0,0,0,0,1
100350,0,1,0,0,0,1
100351,0,0,0,0,0,1
100353,0,1,0,0,0,1
100354,0,1,0,0,0,1
100355,1,1,1,1,2,0
100356,0,1,0,0,1,1
100357,0,1,1,1,2,0
100359,1,1,1,1,0,0
100360,0,0,0,0,0,1
100361,1,1,0,0,2,0
100362,0,1,0,0,1,1
100363,0,1,0,0,2,0
100364,0,0,1,1,2,0
100365,0,1,0,0,2,1
100366,1,1,1,0,2,0
100368,0,1,0,0,1,1
100369,0,1,0,0,1,1
100370,0,1,0,0,0,1
100371,0,1,0,0,2,0
100372,0,0,0,0,0,1
100373,0,0,0,0,2,1
100374,0,1,1,1,0,0
100375,1,1,0,0,1,0
100376,1,1,0,0,2,0
100377,1,0,0,1,1,0
100378,0,1,0,0,2,0
100379,1,1,1,1,0,0
100380,0,1,0,0,2,1
100381,0,0,0,0,1,1
100383,1,1,1,1,1,0
100387,1,1,0,0,2,0
100388,0,1,0,0,0,1
100389,1,1,0,0,2,0
100390,0,0,0,0,0,1
100391,0,1,0,0,1,1
100392,1,1,0,0,1,0
100393,1,1,0,0,2,0
100394,1,1,0,0,0,0
100395,1,1,0,0,2,0
100396,1,0,0,0,0,1
100397,0,1,0,0,1,1
100398,0,1,0,0,0,1
100400,0,0,0,0,2,1
100401,0,1,0,0,1,1
100402,0,1,0,0,0,1
100403,1,1,1,0,2,0
100405,1,1,1,1,1,0
100406,0,1,0,0,1,1
100407,0,0,0,0,1,1
100408,0,1,1,1,0,0
100409,1,1,0,0,0,0
100410,0,1,1,1,1,0
100411,1,1,1,1,2,0
100412,0,1,1,1,1,0
100413,1,1,0,0,0,0
100414,0,1,1,0,0,0
100415,0,1,0,0,0,1
100417,0,1,1,1,1,0
100418,0,0,0,0,1,1
100419,0,1,0,0,0,1
100420,0,1,0,0,0,1
100421,1,1,0,0,2,0
100423,0,1,1,1,2,0
100424,1,1,1,1,0,0
100425,0,1,0,0,0,0
100427,0,0,1,1,0,0
100428,0,1,0,0,0,0
100429,1,1,0,0,1,0
100430,0,1,1,0,0,0
100431,0,1,0,0,1,1
100432,0,0,0,0,0,1
100433,0,1,0,0,1,1
100434,0,1,0,0,1,1
100435,0,1,1,1,0,0
100436,0,1,0,0,0,1
100437,0,1,0,0,0,1
100439,1,1,1,0,0,0
100440,0,1,0,0,0,1
100441,0,1,0,0,1,1
100442,0,0,1,0,1,1
100443,0,1,0,0,1,1
100448,0,1,0,0,1,1
100449,0,1,0,0,1,1
100451,0,1,1,1,1,0
100452,1,1,0,0,1,0
100453,1,1,1,1,2,0
100454,1,1,0,0,2,0
100455,0,1,0,0,1,0
100456,1,1,1,1,2,0
100457,0,1,1,0,2,0
100458,0,0,0,0,0,1
100459,1,1,0,0,2,0
100460,0,0,0,0,2,1
100461,0,1,0,0,2,0
100462,1,0,0,0,0,1
100463,0,0,0,0,0,1
100464,1,0,0,0,0,1
100465,1,0,0,0,1,1
100467,0,0,1,0,0,1
100468,0,1,0,0,0,1
100469,1,1,0,0,2,0
100470,0,1,0,0,2,0
100471,0,1,0,0,0,0
100472,1,1,0,0,1,0
100473,1,1,0,0,2,0
100474,1,1,0,0,2,0
100475,0,1,0,0,2,0
100476,1,1,1,1,2,0
100477,1,1,1,1,0,0
100478,0,1,1,1,0,0
100479,1,1,1,1,0,0
100480,1,0,1,1,2,0
100481,1,1,1,0,1,0
100482,0,1,1,1,0,0
100485,1,1,0,0,2,0
100486,0,1,0,0,0,1
100487,1,1,0,0,1,0
100488,0,1,0,0,2,1
100489,1,1,0,0,0,0
100490,1,0,1,1,1,0
100491,1,1,1,1,1,0
100492,0,1,0,0,2,1
100493,0,1,0,0,2,0
100495,0,1,0,0,0,1
100496,0,1,0,0,2,1
100497,1,1,0,0,1,0
100498,1,1,0,0,0,0
100499,0,1,0,0,2,0
100500,0,0,0,0,1,1
100501,1,0,0,0,2,1
100502,0,1,0,0,1,0
100503,0,1,0,0,1,1
100504,0,1,0,0,1,1
100505,1,1,1,1,2,0
100506,1,1,1,1,0,0
100507,1,0,0,1,1,0
100508,0,1,0,0,2,0
100509,0,1,0,0,0,1
100511,0,0,0,0,0,1
100513,0,1,1,0,1,0
100514,1,1,0,0,2,0
100515,0,1,0,0,1,1
100516,0,0,0,0,1,1
100518,0,1,0,0,1,1
100519,0,0,0,0,0,1
100520,0,1,0,0,1,1
100521,0,0,0,0,1,1
100522,0,1,0,0,1,0
100523,1,1,1,1,2,0
100524,1,1,0,0,0,0
100525,1,1,0,0,1,0
100526,1,1,0,0,1,0
100527,0,0,1,0,0,1
100528,0,1,1,1,0,0
100529,0,1,0,0,1,1
100530,0,1,1,1,1,0
100531,0,1,1,0,0,0
100532,1,1,1,1,0,0
100533,1,1,0,0,1,0
100534,0,0,0,0,1,1
100535,1,1,1,1,0,0
100536,0,1,0,0,0,0
100537,0,1,0,0,1,1
100538,1,1,1,1,1,0
100539,1,1,0,0,1,0
100540,0,1,0,0,1,1
100541,0,1,1,1,1,0
100542,0,1,0,1,0,0
100543,0,1,0,0,1,1
100544,0,1,1,0,0,0
100545,0,1,1,1,1,0
100546,1,1,0,0,0,0
100547,1,1,1,1,2,0
100549,0,1,0,0,2,1
100550,0,1,0,0,2,0
100554,0,1,0,0,2,0
100555,0,0,1,0,0,1
100556,0,1,0,0,0,1
100557,0,1,0,0,2,0
100558,1,1,0,0,1,0
100559,0,1,0,0,2,0
100560,0,0,0,0,0,1
100562,1,1,0,0,2,0
100563,0,1,0,0,1,1
100564,1,1,0,0,1,0
100565,0,1,0,0,0,1
100566,0,1,0,0,1,1
100567,1,1,0,0,0,0
100570,0,1,0,0,1,1
100571,1,1,0,0,2,0
100572,0,1,0,0,0,1
100573,0,1,0,0,1,1
100574,1,1,0,0,2,0
100575,1,1,0,0,0,0
100576,0,1,0,0,1,1
100577,0,1,0,0,1,1
100578,1,0,0,0,1,1
100579,1,0,0,0,1,1
100580,0,1,0,0,2,1
100581,0,1,0,0,2,1
100582,1,1,0,0,1,0
100583,1,1,1,1,2,0
100584,0,0,0,0,1,1
100585,1,1,0,0,1,0
100586,0,1,0,0,0,1
100587,0,1,0,0,0,0
100588,0,1,0,0,1,1
100589,1,1,0,1,0,0
100590,0,1,0,0,2,1
100593,0,1,1,1,0,0
100594,0,1,0,0,0,1
100595,0,1,0,0,2,1
100596,0,1,0,0,1,1
100597,0,1,0,0,1,1
100598,1,1,1,0,1,0
100599,1,1,0,0,2,0
100600,0,1,0,0,0,1
100601,0,1,1,1,1,0
100603,1,1,0,0,1,0
100604,0,0,0,0,1,1
100605,0,1,0,0,2,0
100606,1,1,0,0,2,0
100608,0,0,0,0,1,1
100609,0,1,1,0,1,0
100610,0,1,1,1,2,0
100611,0,0,0,0,1,1
100612,0,1,0,0,1,1
100614,0,0,0,0,0,1
100615,0,1,0,0,1,1
100616,1,1,0,0,2,0
100619,0,0,0,0,0,1
100620,0,1,1,1,2,0
100621,1,1,0,0,2,0
100623,0,1,0,0,2,1
100624,1,1,0,0,0,0
100626,0,1,0,0,2,1
100627,0,1,0,0,1,1
100628,0,1,0,0,1,1
100629,0,1,0,0,0,1
100630,0,1,0,0,1,1
100631,0,1,0,0,1,1
100632,1,1,0,0,2,0
100633,1,1,0,0,2,0
100634,0,1,0,0,0,1
100635,0,1,0,0,1,1
100636,0,1,0,0,2,1
100637,0,1,0,0,2,1
100638,1,1,0,0,1,0
100639,0,1,1,1,0,0
100640,0,1,0,0,1,1
100641,1,1,1,1,0,0
100642,0,1,0,0,1,1
100643,0,1,0,0,0,1
100644,0,1,0,0,0,0
100645,1,1,1,1,2,0
100646,1,1,1,1,2,0
100647,0,1,0,0,0,1
100648,1,1,1,1,0,0
100649,0,0,0,0,1,1
100650,1,0,0,0,1,1
100651,0,1,0,0,1,1
100652,0,1,0,0,1,0
100653,0,1,0,0,2,1
100654,0,1,0,1,1,0
100655,1,1,0,0,0,0
100656,0,1,0,0,0,1
100657,0,0,0,0,1,1
100658,0,0,0,0,1,1
100659,0,1,1,1,0,0
100660,1,1,0,0,2,0
100661,1,1,1,1,1,0
100662,0,1,0,0,0,1
100663,0,1,1,1,0,0
100664,1,1,0,0,0,0
100665,0,1,1,1,0,0
100666,1,1,0,0,1,0
100667,1,1,0,0,0,0
100668,0,0,1,0,1,1
100669,1,1,0,0,0,0
100670,0,1,0,0,0,1
100671,0,1,0,0,1,1
100672,1,1,0,0,0,0
100673,1,1,0,1,2,0
100674,0,1,1,0,1,0
100675,1,1,0,0,1,0
100676,1,1,1,1,1,0
100678,0,1,1,1,1,0
100679,0,1,1,1,0,0
100680,0,1,1,0,0,0
100681,0,1,0,0,1,1
100682,1,1,0,0,0,0
100683,1,1,1,1,1,0
100684,1,1,0,0,2,0
100685,1,0,1,1,2,0
100686,0,0,1,0,1,1
100687,1,1,0,0,2,0
100688,0,1,0,0,1,1
100689,0,1,0,0,0,1
100690,0,1,1,0,1,0
100691,1,1,0,0,2,0
100692,0,1,0,0,0,1
100693,0,1,0,0,0,1
100694,1,1,0,0,1,0
100695,0,1,0,0,1,1
100696,1,1,1,1,2,0
100697,0,1,0,0,2,1
100698,1,1,0,0,1,0
100700,0,0,1,1,1,0
100701,0,1,0,0,0,1
100703,0,1,0,0,0,0
100704,0,0,0,0,0,1
100705,1,1,0,0,0,0
100706,0,1,0,0,1,1
100707,1,1,0,0,1,0
100708,0,1,1,0,1,0
100709,1,1,1,0,1,0
100710,1,1,1,1,1,0
100712,1,0,0,0,2,1
100713,0,1,1,0,1,0
100714,0,1,0,0,0,1
100715,1,1,0,0,1,0
100716,0,1,0,0,1,1
100717,1,1,1,0,1,0
100718,0,1,0,0,2,1
100719,0,1,0,0,2,0
100720,0,1,1,0,0,0
100721,0,1,0,0,2,0
100722,1,1,0,0,2,0
100723,0,1,0,0,1,1
100724,0,1,0,0,0,1
100725,0,1,0,0,0,0
100726,1,1,1,0,1,0
100727,0,1,1,1,0,0
100728,0,0,0,0,0,1
100730,0,1,0,0,2,1
100731,0,1,0,0,0,0
100732,0,1,0,0,2,1
100733,0,0,0,0,1,1
100734,0,1,0,0,1,0
100735,0,1,0,0,2,0
100736,1,1,0,0,0,0
100737,0,1,0,0,0,1
100738,0,1,0,0,1,1
100739,0,1,0,0,2,1
100741,1,1,1,0,0,0
100742,0,1,0,0,0,1
100743,0,1,1,1,0,0
100746,1,1,0,0,1,0
100748,0,1,0,0,0,0
100749,0,0,0,0,1,1
100750,0,1,0,0,1,1
100755,0,1,1,1,0,0
100756,0,1,0,0,1,1
100757,0,0,0,0,1,1
100758,0,1,0,0,1,1
100759,1,1,1,1,1,0
100761,0,0,0,0,2,1
100764,1,1,0,0,1,0
100766,1,1,0,0,1,0
100767,1,1,1,1,1,0
100768,1,1,0,0,0,0
100769,1,1,1,1,2,0
100771,1,1,0,0,2,0
100773,0,1,0,0,0,1
100774,0,1,0,0,0,1
100775,1,1,0,0,0,0
100776,0,1,0,0,2,1
100778,1,1,1,1,1,0
100779,0,1,0,0,1,1
100780,0,0,1,0,0,1
100781,1,1,1,1,2,0
100782,1,0,1,1,2,0
100783,1,1,0,0,1,0
100784,0,1,0,0,0,1
100785,0,1,0,0,0,1
100786,0,0,0,0,2,1
100787,1,1,1,0,2,0
100788,0,0,0,0,0,1
100789,0,1,0,0,0,1
100790,1,1,1,1,1,0
100793,0,1,0,0,1,1
100794,0,1,0,0,0,1
100795,1,1,1,1,1,0
100796,0,1,1,1,2,0
100798,1,1,1,1,0,0
100799,0,1,0,0,0,0
100800,0,1,0,0,1,1
100801,0,1,0,0,0,1
100802,0,1,0,0,0,1
100803,0,1,0,0,1,1
100804,0,1,0,0,1,1
100805,1,1,0,0,2,0
100806,0,1,0,0,2,1
100807,1,1,1,1,1,0
100808,0,1,1,1,1,0
100809,0,1,1,1,0,0
100810,1,1,0,0,2,0
100811,1,0,0,0,1,1
100812,0,1,0,0,2,1
100813,0,0,1,0,1,1
100814,0,1,1,1,1,0
100815,1,1,0,0,0,0
100816,0,1,0,0,1,1
100817,0,0,0,0,0,1
100818,1,1,0,0,2,0
100819,0,0,0,0,2,1
100820,1,1,0,0,1,0
100821,0,0,0,0,1,1
100822,1,1,0,0,2,0
100824,0,1,1,1,0,0
100825,0,1,0,0,2,1
100827,0,0,0,0,1,1
100828,0,1,0,0,1,1
100829,0,0,0,0,0,1
100831,0,1,0,0,0,0
100832,0,1,0,0,0,1
100833,0,1,0,0,1,1
100834,1,1,1,0,1,0
100835,1,1,0,0,2,0
100837,0,1,0,0,0,1
100838,0,0,0,0,0,1
100839,1,0,0,0,1,1
100840,1,1,1,1,1,0
100841,0,0,1,0,2,1
100842,1,1,0,0,2,0
100843,0,0,0,0,1,1
100844,1,1,0,0,1,0
100845,1,1,1,0,0,0
100846,0,0,0,0,0,1
100847,1,1,0,0,0,0
100848,1,1,0,0,1,0
100849,0,1,0,0,2,1
100850,1,0,0,0,2,1
100851,1,1,0,0,0,0
100852,1,1,0,0,1,0
100853,0,1,0,0,1,1
100854,1,0,1,0,1,0
100855,1,1,0,0,2,0
100856,0,1,0,0,0,1
100857,0,1,0,0,0,1
100858,1,1,0,0,2,0
100859,0,1,0,0,2,1
100860,1,1,0,0,1,0
100861,1,0,0,0,2,1
100862,1,1,0,0,1,0
100863,0,1,0,0,1,1
100864,0,1,1,1,1,0
100865,0,1,0,0,0,0
100866,0,1,0,0,2,1
100867,0,1,0,0,1,0
100868,0,0,0,0,0,1
100869,0,0,0,0,0,1
100870,0,1,1,1,0,0
100871,1,1,1,1,0,0
100873,0,1,0,0,2,1
100874,0,1,0,0,2,1
100875,0,1,0,0,1,1
100876,0,1,0,0,1,0
100877,0,1,0,0,0,1
100878,0,1,1,1,2,0
100879,0,1,0,0,2,0
100880,0,0,0,0,0,1
100881,1,0,1,1,2,0
100882,0,1,1,1,2,0
100883,0,1,0,0,0,1
100884,0,1,0,0,1,1
100885,0,0,0,0,1,1
100886,0,1,0,0,2,0
100887,0,1,0,0,0,1
100888,0,1,0,0,1,1
100889,0,1,0,0,2,0
100890,0,1,0,0,1,1
100891,0,0,0,0,0,1
100892,1,1,0,0,2,0
100893,0,1,0,0,0,1
100894,0,0,0,0,2,1
100895,0,0,0,0,1,1
100896,0,0,1,1,0,0
100897,1,1,0,0,1,0
100898,0,1,0,0,0,1
100899,0,0,0,0,0,1
100900,0,1,1,1,0,0
100901,0,1,0,0,0,1
100902,0,1,0,0,1,1
100903,0,1,0,0,1,1
100904,0,1,0,0,0,1
100905,0,1,1,1,2,0
100906,0,0,0,0,2,1
100907,0,1,0,0,0,1
100908,0,1,1,1,2,0
100909,0,1,0,0,1,1
100911,1,0,0,0,2,1
100912,1,1,0,0,2,0
100914,1,1,0,0,2,0
100915,0,1,1,1,0,0
100916,0,1,1,0,1,0
100917,0,1,0,0,0,1
100919,0,0,0,0,0,1
100920,1,1,0,0,0,0
100921,0,0,0,0,0,1
100922,0,1,0,0,0,1
100923,0,1,0,0,2,0
100924,1,1,0,0,1,0
100925,0,0,0,0,0,1
100926,0,0,0,0,0,1
100927,0,1,0,0,1,1
100928,1,1,0,0,0,0
100929,0,1,0,0,0,1
100930,0,1,0,0,1,1
100932,0,1,0,0,1,1
100933,0,1,0,0,0,0
100934,0,1,1,0,1,0
100935,1,1,0,0,2,0
100936,0,1,0,0,0,1
100937,1,1,1,1,2,0
100938,1,1,0,0,0,0
100939,0,0,0,0,0,1
100940,0,1,0,0,0,1
100941,0,1,0,0,1,1
100942,0,1,1,0,2,0
100943,0,0,0,0,1,1
100944,1,0,0,0,1,1
100945,0,1,0,0,1,1
100946,1,0,0,0,0,1
100947,1,1,1,0,1,0
100948,1,1,0,0,0,0
100949,0,1,1,1,2,0
100950,0,0,0,0,1,1
100951,1,1,1,0,0,0
100954,0,1,0,0,2,1
100955,0,1,0,0,0,1
100956,0,1,0,0,1,1
100957,0,1,1,1,2,0
100958,0,1,1,1,1,0
100959,0,1,0,0,0,0
100960,0,1,0,0,1,1
100961,1,1,0,0,0,0
100962,0,1,1,0,1,0
100963,0,1,0,0,0,1
100964,0,1,0,0,0,1
100966,0,1,0,0,0,1
100967,1,1,1,1,2,0
100968,0,1,0,1,0,0
100969,0,1,0,0,2,1
100971,0,1,0,0,1,1
100972,0,1,0,0,1,1
100973,0,1,1,1,1,0
100974,0,0,0,0,1,1
100975,0,1,0,0,1,0
100976,0,1,0,0,1,0
100977,0,1,0,0,0,0
100978,0,1,1,1,0,0
100979,0,1,0,0,1,1
100980,0,1,0,0,0,1
100981,0,0,0,0,0,1
100985,1,1,0,0,2,0
100986,1,1,1,1,1,0
100988,1,1,1,1,1,0
100989,0,1,0,0,0,0
100990,1,1,0,0,1,0
100991,1,1,0,0,1,0
100992,1,0,0,0,1,1
100993,0,1,0,0,0,1
100994,0,0,0,0,0,1
100995,0,1,0,0,1,1
100996,0,0,1,0,0,1
100999,1,1,0,0,2,0
101000,1,1,0,0,1,0
101001,0,0,1,0,1,1
101003,1,1,0,0,2,0
101004,0,1,0,0,0,0
101006,0,0,0,0,1,1
101007,0,1,0,0,1,1
101009,0,1,0,0,0,1
101010,0,0,1,1,0,0
101011,0,1,0,0,0,1
101012,0,0,0,0,0,1
101013,1,1,0,0,1,0
101014,0,1,0,0,2,1
101015,0,1,0,0,1,1
101016,1,1,1,1,2,0
101017,0,1,0,0,1,0
101018,1,1,0,0,2,0
101019,0,1,1,1,2,0
101022,0,1,0,0,0,1
101023,1,1,0,0,1,0
101027,1,1,0,0,1,0
101028,0,1,0,0,0,1
101029,1,1,0,0,2,0
101030,0,1,0,0,0,0
101032,0,1,1,1,1,0
101033,0,1,0,0,0,1
101034,0,1,1,1,0,0
101035,0,0,0,0,0,1
101036,1,1,1,1,2,0
101037,0,0,0,0,2,1
101038,1,1,1,1,1,0
101039,0,1,0,0,2,0
101040,1,1,0,0,1,0
101042,0,1,0,0,0,1
101043,0,1,0,0,0,1
101044,0,1,1,1,1,0
101045,0,1,1,1,0,0
101046,0,1,1,1,0,0
101047,0,1,0,0,0,0
101048,1,1,0,0,1,0
101049,1,1,1,1,0,0
101050,0,1,1,1,1,0
101052,0,1,0,0,1,1
101053,0,0,1,0,1,1
101054,0,1,0,0,0,1
101058,0,0,0,0,0,1
101059,1,1,0,0,2,0
101060,1,0,0,0,2,1
101061,0,1,0,0,1,1
101062,0,1,0,0,1,0
101063,1,1,0,0,1,0
101065,1,1,0,0,1,0
101066,0,0,0,0,0,1
101067,0,1,1,1,2,0
101068,0,1,0,0,0,0
101069,1,1,1,1,2,0
